"id","month","day","year","description","amount","category","account","debit_or_credit","original_description","note","date"
"00000145717d41b1f9a5a7e4001000f300940076","11","6","2013","Gold's Gym","27.78","Gym","CREDIT CARD","debit",,"","2013.11.06"
"00000145717d41b1f9a5a7e5001000f300940076","11","5","2013","Big Lots","6.41","Shopping","Discover :","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7e6001000f300940076","11","5","2013","Chevron","41.4","Gas & Fuel","Discover :","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7e7001000f300940076","11","5","2013","Smith's Food","6.68","Groceries","Discover :","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7e8001000f300940076","11","5","2013","Macy's","10.79","Clothing","Discover :","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7e9001000f300940076","11","5","2013","Transfer to CREDIT CARD","393.43","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7ea001000f300940076","11","5","2013","Target","32.0","Shopping","CREDIT CARD","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7eb001000f300940076","11","5","2013","Jason Deli","7.86","Restaurants","CREDIT CARD","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7ec001000f300940076","11","5","2013","Smith's Food","5.22","Groceries","CREDIT CARD","debit",,"","2013.11.05"
"00000145717d41b1f9a5a7ed001000f300940076","11","4","2013","Wal-Mart","31.18","Shopping","Discover :","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7ee001000f300940076","11","4","2013","Victoria's Secret","51.24","Clothing","Discover :","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7ef001000f300940076","11","4","2013","Ross","57.67","Clothing","Discover :","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7f0001000f300940076","11","4","2013","Hobby Lobby","11.73","Hobbies","Discover :","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7f1001000f300940076","11","4","2013","Target","30.37","Shopping","Discover :","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7f2001000f300940076","11","4","2013","Transfer to Free Checking","21018.0","Transfer","REGULAR SHARE","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7f3001000f300940076","11","4","2013","Wire Trnsfer Feewire","10.0","Fees & Charges","Free Checking","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7f4001000f300940076","11","4","2013","Wire Out Wire","34966.8","Mortgage & Rent","Free Checking","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7f5001000f300940076","11","4","2013","Transfer from REGULAR SHARE","21018.0","Transfer","Free Checking","credit",,"","2013.11.04"
"00000145717d41b1f9a5a7f6001000f300940076","11","4","2013","Cucos","22.63","Restaurants","CREDIT CARD","debit",,"","2013.11.04"
"00000145717d41b1f9a5a7f7001000f300940076","11","4","2013","Transfer from SHARE DRAFT NO MIN","393.43","Credit Card Payment","CREDIT CARD","credit",,"","2013.11.04"
"00000145717d41b1f9a5a7f8001000f300940076","11","4","2013","Payment","1460.0","Loan Payment","Federal Unsub Stafford Loan","credit",,"","2013.11.04"
"00000145717d41b1f9a5a7f9001000f300940076","11","3","2013","IHOP","10.02","Restaurants","CREDIT CARD","debit",,"","2013.11.03"
"00000145717d41b1f9a5a7fa001000f300940076","11","3","2013","Jason Deli","7.32","Restaurants","CREDIT CARD","debit",,"","2013.11.03"
"00000145717d41b1f9a5a7fb001000f300940076","11","3","2013","Cinemark","10.25","Movies & DVDs","CREDIT CARD","debit",,"","2013.11.03"
"00000145717d41b1f9a5a7fc001000f300940076","11","3","2013","Jason Deli","6.45","Restaurants","CREDIT CARD","debit",,"","2013.11.03"
"00000145717d41b1f9a5a7fd001000f300940076","11","1","2013","Olive Garden","26.84","Restaurants","Discover :","debit",,"","2013.11.01"
"00000145717d41b1f9a5a7fe001000f300940076","11","1","2013","WinCo Foods","6.13","Groceries","Free Checking","debit",,"","2013.11.01"
"00000145717d41b1f9a5a7ff001000f300940076","11","1","2013","Online Creditonline Utah","354.75","Income","Free Checking","credit",,"","2013.11.01"
"00000145717d41b1f9a5a800001000f300940076","11","1","2013","Zerochaos Payropayroll Deduction","999.27","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.11.01"
"00000145717d41b1f9a5a801001000f300940076","11","1","2013","Netflix","7.99","Movies & DVDs","SHARE DRAFT NO MIN","debit",,"","2013.11.01"
"00000145717d41b1f9a5a802001000f300940076","11","1","2013","N W Oremelectronic","9.06","Movies & DVDs","SHARE DRAFT NO MIN","debit",,"","2013.11.01"
"00000145717d41b1f9a5a803001000f300940076","11","1","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.11.01"
"00000145717d41b1f9a5a804001000f300940076","11","1","2013","Wal-Mart","4.15","Shopping","CREDIT CARD","debit",,"","2013.11.01"
"00000145717d41b1f9a5a805001000f300940076","10","31","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.10.31"
"00000145717d41b1f9a5a806001000f300940076","10","31","2013","Amazon","12.99","Books & Supplies","CREDIT CARD","debit",,"","2013.10.31"
"00000145717d41b1f9a5a807001000f300940076","10","31","2013","Total Bond Mkt Index Inv - Dividend","0.65","Dividend & Cap Gains","Vanguard Account","credit",,"","2013.10.31"
"00000145717d41b1f9a5a808001000f300940076","10","30","2013","Maceys Provo Sss","5.91","Groceries","Discover :","debit",,"","2013.10.30"
"00000145717d41b1f9a5a809001000f300940076","10","30","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.10.30"
"00000145717d41b1f9a5a80a001000f300940076","10","29","2013","Check 1121","410.96","Marc Tithing","SHARE DRAFT NO MIN","debit",,"","2013.10.29"
"00000145717d41b1f9a5a80b001000f300940076","10","29","2013","Dreamhost","11.95","Business Services","CREDIT CARD","debit",,"","2013.10.29"
"00000145717d41b1f9a5a80c001000f300940076","10","29","2013","Venmoautomatic","6.0","Gift","SHARE DRAFT NO MIN","debit",,"","2013.10.29"
"00000145717d41b1f9a5a80d001000f300940076","10","28","2013","Chevron","15.31","Gas & Fuel","Discover :","debit",,"","2013.10.28"
"00000145717d41b1f9a5a80e001000f300940076","10","28","2013","Chevron","41.01","Gas & Fuel","Discover :","debit",,"","2013.10.28"
"00000145717d41b1f9a5a80f001000f300940076","10","28","2013","Denny's","9.89","Restaurants","CREDIT CARD","debit",,"","2013.10.28"
"00000145717d41b1f9a5a810001000f300940076","10","27","2013","Eb Tough Mudder","106.18","Sports","CREDIT CARD","debit",,"","2013.10.27"
"00000145717d41b1f9a5a811001000f300940076","10","27","2013","Smith's Food","6.28","Groceries","CREDIT CARD","debit",,"","2013.10.27"
"00000145717d41b1f9a5a812001000f300940076","10","27","2013","Craig Cuts Zions","12.35","Hair","CREDIT CARD","debit",,"","2013.10.27"
"00000145717d41b1f9a5a813001000f300940076","10","27","2013","Red Robin","37.18","Restaurants","CREDIT CARD","debit",,"","2013.10.27"
"00000145717d41b1f9a5a814001000f300940076","10","27","2013","Smith's Food","21.18","Groceries","CREDIT CARD","debit",,"","2013.10.27"
"00000145717d41b2568a8043001000f300940076","10","25","2013","Byu Pmpc Wsc","11.0","Shipping","Discover :","debit",,"","2013.10.25"
"00000145717d41b2568a8044001000f300940076","10","25","2013","Wal-Mart","4.71","Shopping","Discover :","debit",,"","2013.10.25"
"00000145717d41b2568a8045001000f300940076","10","25","2013","Chevron","52.09","Gas & Fuel","CREDIT CARD","debit",,"","2013.10.25"
"00000145717d41b2568a8046001000f300940076","10","25","2013","Smith's Food","27.68","Groceries","CREDIT CARD","debit",,"","2013.10.25"
"00000145717d41b2568a8047001000f300940076","10","25","2013","Wild Ginger","23.37","Restaurants","CREDIT CARD","debit",,"","2013.10.25"
"00000145717d41b2568a8048001000f300940076","10","25","2013","Ba Adobe Lehi","5.75","Restaurants","CREDIT CARD","debit",,"","2013.10.25"
"00000145717d41b2568a8049001000f300940076","10","25","2013","Zerochaos Payropayroll Deduction","999.27","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.10.25"
"00000145717d41b2568a804a001000f300940076","10","24","2013","Internet Thank You","661.98","Credit Card Payment","Discover :","credit",,"","2013.10.24"
"00000145717d41b2568a804b001000f300940076","10","24","2013","Fedloanservicingach Transactionautomatic","120.0","Student Loan","SHARE DRAFT NO MIN","debit",,"","2013.10.24"
"00000145717d41b2568a804c001000f300940076","10","24","2013","Del Taco","4.31","Fast Food","CREDIT CARD","debit",,"","2013.10.24"
"00000145717d41b2568a804d001000f300940076","10","24","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.10.24"
"00000145717d41b2568a804e001000f300940076","10","23","2013","Transfer to CREDIT CARD","611.7","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.10.23"
"00000145717d41b2568a804f001000f300940076","10","22","2013","USPS","18.4","Shipping","Discover :","debit",,"","2013.10.22"
"00000145717d41b2568a8050001000f300940076","10","22","2013","Wilson Diamonds","198.56","Wedding Ring","Discover :","debit",,"","2013.10.22"
"00000145717d41b2568a8051001000f300940076","10","22","2013","USPS","11.0","Shipping","Discover :","debit",,"","2013.10.22"
"00000145717d41b2568a8052001000f300940076","10","22","2013","Transfer from SHARE DRAFT NO MIN","611.7","Credit Card Payment","CREDIT CARD","credit",,"","2013.10.22"
"00000145717d41b2568a8053001000f300940076","10","22","2013","IHOP","9.04","Restaurants","CREDIT CARD","debit",,"","2013.10.22"
"00000145717d41b2568a8054001000f300940076","10","22","2013","Zerochaos Payropayroll Deduction","999.27","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.10.22"
"00000145717d41b2568a8055001000f300940076","10","22","2013","Payment","3.35","Loan Payment","Direct Sub Stafford Loan","credit",,"","2013.10.22"
"00000145717d41b2568a8056001000f300940076","10","22","2013","Payment","33.13","Loan Payment","Direct Unsub Stafford Loan","credit",,"","2013.10.22"
"00000145717d41b2568a8057001000f300940076","10","22","2013","Payment","6.07","Loan Payment","Direct Sub Stafford Loan","credit",,"","2013.10.22"
"00000145717d41b2568a8058001000f300940076","10","22","2013","Payment","41.4","Loan Payment","Federal Unsub Stafford Loan","credit",,"","2013.10.22"
"00000145717d41b2568a8059001000f300940076","10","22","2013","Payment","36.05","Loan Payment","Direct Unsub Stafford Loan","credit",,"","2013.10.22"
"00000145717d41b2568a805a001000f300940076","10","21","2013","Smith's Food","5.23","Groceries","Discover :","debit",,"","2013.10.21"
"00000145717d41b2568a805b001000f300940076","10","20","2013","Ut Marriage Licenses","30.0","Service Fee","CREDIT CARD","debit",,"","2013.10.20"
"00000145717d41b2568a805c001000f300940076","10","20","2013","Smith's Food","7.42","Groceries","CREDIT CARD","debit",,"","2013.10.20"
"00000145717d41b2568a805d001000f300940076","10","20","2013","Cinemark","12.0","Movies & DVDs","CREDIT CARD","debit",,"","2013.10.20"
"00000145717d41b2568a805e001000f300940076","10","20","2013","Smith's Food","1.7","Groceries","CREDIT CARD","debit",,"","2013.10.20"
"00000145717d41b2568a805f001000f300940076","10","20","2013","Buffalo Wild Wings","35.74","Restaurants","CREDIT CARD","debit",,"","2013.10.20"
"00000145717d41b2568a8060001000f300940076","10","19","2013","Chevron","44.06","Gas & Fuel","Discover :","debit",,"","2013.10.19"
"00000145717d41b2568a8061001000f300940076","10","18","2013","Smith's Food","13.04","Groceries","Discover :","debit",,"","2013.10.18"
"00000145717d41b2568a8062001000f300940076","10","17","2013","O'Reilly Auto Parts","8.53","Service & Parts","CREDIT CARD","debit",,"","2013.10.17"
"00000145717d41b2568a8063001000f300940076","10","17","2013","Del Taco","2.16","Fast Food","CREDIT CARD","debit",,"","2013.10.17"
"00000145717d41b2568a8064001000f300940076","10","17","2013","USPS","13.54","Shipping","CREDIT CARD","debit",,"","2013.10.17"
"00000145717d41b2568a8065001000f300940076","10","17","2013","Walkers","47.47","Gas & Fuel","CREDIT CARD","debit",,"","2013.10.17"
"00000145717d41b2568a8066001000f300940076","10","15","2013","Taco Time","2.14","Restaurants","CREDIT CARD","debit",,"","2013.10.15"
"00000145717d41b2568a8067001000f300940076","10","15","2013","Taco Time","8.69","Restaurants","CREDIT CARD","debit",,"","2013.10.15"
"00000145717d41b2568a8068001000f300940076","10","15","2013","Internet Transfer Transfer","50.0","Mobile Phone","SHARE DRAFT NO MIN","debit",,"","2013.10.15"
"00000145717d41b2568a8069001000f300940076","10","15","2013","Transfer to CREDIT CARD","1200.0","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.10.15"
"00000145717d41b2568a806a001000f300940076","10","14","2013","Internet Thank You","312.48","Credit Card Payment","Discover :","credit",,"","2013.10.14"
"00000145717d41b2568a806b001000f300940076","10","14","2013","TJ Maxx","30.95","Clothing","Discover :","debit",,"","2013.10.14"
"00000145717d41b2568a806c001000f300940076","10","14","2013","Walgreens","27.21","Pharmacy","Discover :","debit",,"","2013.10.14"
"00000145717d41b2568a806d001000f300940076","10","14","2013","Thai Drift","6.46","Restaurants","CREDIT CARD","debit",,"","2013.10.14"
"00000145717d41b2568a806e001000f300940076","10","14","2013","Transfer from SHARE DRAFT NO MIN","1200.0","Credit Card Payment","CREDIT CARD","credit",,"","2013.10.14"
"00000145717d41b2568a806f001000f300940076","10","13","2013","Lagoon Q","76.57","Amusement","CREDIT CARD","debit",,"","2013.10.13"
"00000145717d41b2568a8070001000f300940076","10","13","2013","Sq Provo Bakery","4.48","Restaurants","CREDIT CARD","debit",,"","2013.10.13"
"00000145717d41b2568a8071001000f300940076","10","13","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.10.13"
"00000145717d41b2568a8072001000f300940076","10","13","2013","Los Amigos","13.0","Restaurants","CREDIT CARD","debit",,"","2013.10.13"
"00000145717d41b2568a8073001000f300940076","10","13","2013","Mr Mac","480.83","Clothing","CREDIT CARD","debit",,"","2013.10.13"
"00000145717d41b2568a8074001000f300940076","10","12","2013","In-N-Out Burger","9.58","Fast Food","Discover :","debit",,"","2013.10.12"
"00000145717d41b2568a8075001000f300940076","10","12","2013","Chevron","41.39","Gas & Fuel","Discover :","debit",,"","2013.10.12"
"00000145717d41b2568a8076001000f300940076","10","11","2013","Zerochaos Payropayroll Deduction","999.27","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.10.11"
"00000145717d41b2568a8077001000f300940076","10","11","2013","Ross","26.7","Clothing","CREDIT CARD","debit",,"","2013.10.11"
"00000145717d41b2568a8078001000f300940076","10","11","2013","Direct Services Llc","675.0","Home Services","CREDIT CARD","debit",,"","2013.10.11"
"00000145717d41b2568a8079001000f300940076","10","10","2013","Ba Adobe Lehi","5.75","Restaurants","CREDIT CARD","debit",,"","2013.10.10"
"00000145717d41b2568a807a001000f300940076","10","9","2013","Smiths Fuel","44.34","Gas & Fuel","CREDIT CARD","debit",,"","2013.10.09"
"00000145717d41b2568a807b001000f300940076","10","8","2013","Fedloanservicingach Transactionautomatic","760.0","Student Loan","SHARE DRAFT NO MIN","debit",,"","2013.10.08"
"00000145717d41b2568a807c001000f300940076","10","8","2013","Gold's Gym","27.78","Gym","CREDIT CARD","debit",,"","2013.10.08"
"00000145717d41b2568a807d001000f300940076","10","7","2013","Transfer to CREDIT CARD","73.37","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.10.07"
"00000145717d41b2568a807e001000f300940076","10","7","2013","Big Als","10.75","Restaurants","CREDIT CARD","debit",,"","2013.10.07"
"00000145717d41b2568a807f001000f300940076","10","6","2013","California Pizza Kitchen","23.91","Restaurants","CREDIT CARD","debit",,"","2013.10.06"
"00000145717d41b2568a8080001000f300940076","10","6","2013","Printwatkins Com","227.74","Hobbies","CREDIT CARD","debit",,"","2013.10.06"
"00000145717d41b2568a8081001000f300940076","10","6","2013","Ba Adobe Lehi","11.5","Restaurants","CREDIT CARD","debit",,"","2013.10.06"
"00000145717d41b2568a8082001000f300940076","10","4","2013","Zerochaos Payropayroll Deduction","999.27","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.10.04"
"00000145717d41b2568a8083001000f300940076","10","4","2013","Transfer from SHARE DRAFT NO MIN","73.37","Credit Card Payment","CREDIT CARD","credit",,"","2013.10.04"
"00000145717d41b2568a8084001000f300940076","10","4","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.10.04"
"00000145717d41b2568a8085001000f300940076","10","4","2013","Payment","760.0","Loan Payment","Direct Unsub Stafford Loan","credit",,"","2013.10.04"
"00000145717d41b2568a8086001000f300940076","10","3","2013","Pizza Factory","20.72","Restaurants","CREDIT CARD","debit",,"","2013.10.03"
"00000145717d41b2568a8087001000f300940076","10","3","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.10.03"
"00000145717d41b2568a8088001000f300940076","10","3","2013","Del Taco","2.16","Fast Food","CREDIT CARD","debit",,"","2013.10.03"
"00000145717d41b2568a8089001000f300940076","10","1","2013","North West Provoshare","112.49","Income","SHARE DRAFT NO MIN","credit",,"","2013.10.01"
"00000145717d41b2568a808a001000f300940076","10","1","2013","Netflix","7.99","Movies & DVDs","SHARE DRAFT NO MIN","debit",,"","2013.10.01"
"00000145717d41b2568a808b001000f300940076","10","1","2013","North West Provoatm","55.0","Auto Payment","SHARE DRAFT NO MIN","debit",,"","2013.10.01"
"00000145717d41b2568a808c001000f300940076","9","30","2013","Transfer to CREDIT CARD","78.81","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.09.30"
"00000145717d41b2568a808d001000f300940076","9","30","2013","Fedloanservicingach Transactionautomatic","787.51","Student Loan","SHARE DRAFT NO MIN","debit",,"","2013.09.30"
"00000145717d41b2568a808e001000f300940076","9","30","2013","Taco Bell","4.07","Fast Food","CREDIT CARD","debit",,"","2013.09.30"
"00000145717d41b2568a808f001000f300940076","9","30","2013","Thanksgiving Point Instit","8.0","Amusement","CREDIT CARD","debit",,"","2013.09.30"
"00000145717d41b2568a8090001000f300940076","9","30","2013","Rmcf Lehi","5.34","Restaurants","CREDIT CARD","debit",,"","2013.09.30"
"00000145717d41b2568a8091001000f300940076","9","30","2013","Total Bond Mkt Index Inv - Dividend","0.62","Dividend & Cap Gains","Vanguard Account","credit",,"","2013.09.30"
"00000145717d41b2568a8092001000f300940076","9","29","2013","Goodwood Barbecue","16.71","Restaurants","CREDIT CARD","debit",,"","2013.09.29"
"00000145717d41b2568a8093001000f300940076","9","29","2013","Sq Frying Friars","8.0","Restaurants","CREDIT CARD","debit",,"","2013.09.29"
"00000145717d41b2568a8094001000f300940076","9","29","2013","Coldstone","4.62","Fast Food","CREDIT CARD","debit",,"","2013.09.29"
"00000145717d41b2568a8095001000f300940076","9","27","2013","Transfer from SHARE DRAFT NO MIN","78.81","Credit Card Payment","CREDIT CARD","credit",,"","2013.09.27"
"00000145717d41b2568a8096001000f300940076","9","27","2013","Zerochaos Payropayroll Deduction","911.98","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.09.27"
"00000145717d41b384396f43001000f300940076","9","27","2013","Payment","787.51","Loan Payment","Federal Unsub Stafford Loan","credit",,"","2013.09.27"
"00000145717d41b384396f44001000f300940076","9","26","2013","Ba Adobe Lehi","5.75","Restaurants","CREDIT CARD","debit",,"","2013.09.26"
"00000145717d41b384396f45001000f300940076","9","25","2013","Provo Beach Resort","13.76","Fast Food","CREDIT CARD","debit",,"","2013.09.25"
"00000145717d41b384396f46001000f300940076","9","25","2013","Smiths Fuel","45.65","Gas & Fuel","CREDIT CARD","debit",,"","2013.09.25"
"00000145717d41b384396f47001000f300940076","9","24","2013","Check 1120","174.2","Marc Tithing","SHARE DRAFT NO MIN","debit",,"","2013.09.24"
"00000145717d41b384396f48001000f300940076","9","24","2013","Fedloanservicingach Transactionautomatic","635.0","Student Loan","SHARE DRAFT NO MIN","debit",,"","2013.09.24"
"00000145717d41b384396f49001000f300940076","9","23","2013","Wal-Mart","51.84","Shopping","SHARE DRAFT NO MIN","debit",,"","2013.09.23"
"00000145717d41b384396f4a001000f300940076","9","23","2013","Chaseautomatic","133.89","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.09.23"
"00000145717d41b384396f4b001000f300940076","9","23","2013","Taco Bell","6.55","Fast Food","CREDIT CARD","debit",,"","2013.09.23"
"00000145717d41b384396f4c001000f300940076","9","23","2013","Panda Express","7.1","Fast Food","CREDIT CARD","debit",,"","2013.09.23"
"00000145717d41b384396f4d001000f300940076","9","22","2013","Transfer from SHARE DRAFT NO MIN","133.89","Credit Card Payment","CREDIT CARD","credit",,"","2013.09.22"
"00000145717d41b384396f4e001000f300940076","9","20","2013","Zerochaos Payropayroll Deduction","999.27","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.09.20"
"00000145717d41b384396f4f001000f300940076","9","20","2013","FTSE All-World ex-US Inv - Dividend","4.81","Dividend & Cap Gains","Vanguard Account","credit",,"","2013.09.20"
"00000145717d41b384396f50001000f300940076","9","20","2013","500 Index Fund Inv - Dividend","6.84","Dividend & Cap Gains","Vanguard Account","credit",,"","2013.09.20"
"00000145717d41b384396f51001000f300940076","9","20","2013","Payment","635.0","Loan Payment","Direct Unsub Stafford Loan","credit",,"","2013.09.20"
"00000145717d41b384396f52001000f300940076","9","19","2013","Smith's Food","9.04","Groceries","CREDIT CARD","debit",,"","2013.09.19"
"00000145717d41b384396f53001000f300940076","9","17","2013","Fedloanservicingach Transactionautomatic","683.87","Student Loan","SHARE DRAFT NO MIN","debit",,"","2013.09.17"
"00000145717d41b384396f54001000f300940076","9","16","2013","Chaseautomatic","59.32","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.09.16"
"00000145717d41b384396f55001000f300940076","9","16","2013","Goodwood Barbecue","26.49","Restaurants","CREDIT CARD","debit",,"","2013.09.16"
"00000145717d41b384396f56001000f300940076","9","15","2013","Jason Deli","5.38","Restaurants","CREDIT CARD","debit",,"","2013.09.15"
"00000145717d41b384396f57001000f300940076","9","15","2013","Pizza Hut","33.0","Fast Food","CREDIT CARD","debit",,"","2013.09.15"
"00000145717d41b384396f58001000f300940076","9","15","2013","Home Depot","5.1","Home Improvement","CREDIT CARD","debit",,"","2013.09.15"
"00000145717d41b384396f59001000f300940076","9","13","2013","Transfer from SHARE DRAFT NO MIN","59.32","Credit Card Payment","CREDIT CARD","credit",,"","2013.09.13"
"00000145717d41b384396f5a001000f300940076","9","13","2013","Holiday","54.88","Gas & Fuel","CREDIT CARD","debit",,"","2013.09.13"
"00000145717d41b384396f5b001000f300940076","9","13","2013","Zerochaos Payropayroll Deduction","742.85","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.09.13"
"00000145717d41b384396f5c001000f300940076","9","13","2013","Payment","683.87","Loan Payment","Direct Unsub Stafford Loan","credit",,"","2013.09.13"
"00000145717d41b384396f5d001000f300940076","9","11","2013","Ba Adobe Lehi","5.75","Restaurants","CREDIT CARD","debit",,"","2013.09.11"
"00000145717d41b384396f5e001000f300940076","9","10","2013","Check 1119","248.49","Charity","SHARE DRAFT NO MIN","debit",,"","2013.09.10"
"00000145717d41b384396f5f001000f300940076","9","9","2013","Chaseautomatic","815.83","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.09.09"
"00000145717d41b384396f60001000f300940076","9","9","2013","Fedloanservicingach Transactionautomatic","171.0","Student Loan","SHARE DRAFT NO MIN","debit",,"","2013.09.09"
"00000145717d41b384396f61001000f300940076","9","9","2013","Internet Transfer Sep","50.0","Mobile Phone","SHARE DRAFT NO MIN","debit",,"","2013.09.09"
"00000145717d41b384396f62001000f300940076","9","9","2013","La Jolla Groves","16.34","Restaurants","CREDIT CARD","debit",,"","2013.09.09"
"00000145717d41b384396f63001000f300940076","9","8","2013","Ba Adobe Lehi","1.5","Restaurants","CREDIT CARD","debit",,"","2013.09.08"
"00000145717d41b384396f64001000f300940076","9","8","2013","Ba Adobe Lehi","3.75","Restaurants","CREDIT CARD","debit",,"","2013.09.08"
"00000145717d41b384396f65001000f300940076","9","8","2013","Wal-Mart","4.2","Shopping","CREDIT CARD","debit",,"","2013.09.08"
"00000145717d41b384396f66001000f300940076","9","6","2013","Zerochaos Payropayroll Deduction","1285.7","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.09.06"
"00000145717d41b384396f67001000f300940076","9","6","2013","Transfer from SHARE DRAFT NO MIN","815.83","Credit Card Payment","CREDIT CARD","credit",,"","2013.09.06"
"00000145717d41b384396f68001000f300940076","9","6","2013","Gold's Gym","27.78","Gym","CREDIT CARD","debit",,"","2013.09.06"
"00000145717d41b384396f69001000f300940076","9","6","2013","Payment","171.0","Loan Payment","Direct Unsub Stafford Loan","credit",,"","2013.09.06"
"00000145717d41b384396f6a001000f300940076","9","4","2013","Check 1118","144.71","Charity","SHARE DRAFT NO MIN","debit",,"","2013.09.04"
"00000145717d41b384396f6b001000f300940076","9","4","2013","Bed Bath & Beyond","106.84","Furnishings","CREDIT CARD","debit",,"","2013.09.04"
"00000145717d41b384396f6c001000f300940076","9","3","2013","Netflix","7.99","Movies & DVDs","SHARE DRAFT NO MIN","debit",,"","2013.09.03"
"00000145717d41b384396f6d001000f300940076","9","3","2013","Chaseautomatic","999.27","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.09.03"
"00000145717d41b384396f6e001000f300940076","9","3","2013","Smith's Food","21.67","Groceries","CREDIT CARD","debit",,"","2013.09.03"
"00000145717d41b384396f6f001000f300940076","9","3","2013","Taco Bell","5.36","Fast Food","CREDIT CARD","debit",,"","2013.09.03"
"00000145717d41b384396f70001000f300940076","9","3","2013","Taco Bell","2.56","Fast Food","CREDIT CARD","debit",,"","2013.09.03"
"00000145717d41b384396f71001000f300940076","9","1","2013","Transfer from SHARE DRAFT NO MIN","999.27","Credit Card Payment","CREDIT CARD","credit",,"","2013.09.01"
"00000145717d41b384396f72001000f300940076","9","1","2013","Qdoba Mexican Grill","8.79","Fast Food","CREDIT CARD","debit",,"","2013.09.01"
"00000145717d41b384396f73001000f300940076","9","1","2013","King Soopers","1.82","Groceries","CREDIT CARD","debit",,"","2013.09.01"
"00000145717d41b384396f74001000f300940076","9","1","2013","Chevron","52.61","Gas & Fuel","CREDIT CARD","debit",,"","2013.09.01"
"00000145717d41b384396f75001000f300940076","8","30","2013","Zerochaos Payropayroll Deduction","999.27","Paycheck","SHARE DRAFT NO MIN","credit",,"","2013.08.30"
"00000145717d41b384396f76001000f300940076","8","30","2013","Total Bond Mkt Index Inv - Dividend","0.62","Dividend & Cap Gains","Vanguard Account","credit",,"","2013.08.30"
"00000145717d41b384396f77001000f300940076","8","29","2013","Carnival Cruise","32.0","Vacation","CREDIT CARD","debit",,"","2013.08.29"
"00000145717d41b384396f78001000f300940076","8","29","2013","Venmoautomatic","75.0","Gift","SHARE DRAFT NO MIN","debit",,"","2013.08.29"
"00000145717d41b384396f79001000f300940076","8","29","2013","Transfer to CREDIT CARD","800.0","Credit Card Payment","SHARE DRAFT NO MIN","debit",,"","2013.08.29"
"00000145717d41b384396f7a001000f300940076","8","28","2013","Venmoautomatic","0.32","Hide from Budgets & Trends","SHARE DRAFT NO MIN","debit",,"","2013.08.28"
"00000145717d41b384396f7b001000f300940076","8","28","2013","Venmo Verifpayroll Deduction","0.32","Hide from Budgets & Trends","SHARE DRAFT NO MIN","credit",,"","2013.08.28"
"00000145717d41b384396f7c001000f300940076","8","28","2013","Venmo Verifpayroll Deduction","0.28","Hide from Budgets & Trends","SHARE DRAFT NO MIN","credit",,"","2013.08.28"
"00000145717d41b384396f7d001000f300940076","8","28","2013","Venmoautomatic","0.28","Hide from Budgets & Trends","SHARE DRAFT NO MIN","debit",,"","2013.08.28"
"00000145717d41b384396f7e001000f300940076","8","28","2013","Transfer from SHARE DRAFT NO MIN","800.0","Credit Card Payment","CREDIT CARD","credit",,"","2013.08.28"
